2048,2.3333333333333335
4096,2.4375
6144,2.260869565217391
8192,2.6774193548387095
10240,2.575
12288,2.5208333333333335
14336,2.581818181818182
16384,2.5483870967741935
18432,2.4857142857142858
20480,2.4805194805194803
22528,2.4404761904761907
24576,2.588888888888889
26624,2.6391752577319587
28672,2.67
30720,2.7
32768,2.81
34816,2.85
36864,2.94
38912,2.93
40960,2.99
43008,2.85
45056,2.86
47104,2.89
49152,2.95
51200,2.73
53248,2.56
55296,2.58
57344,2.36
59392,2.14
61440,2.1
63488,2.05
65536,2.12
67584,2.15
69632,2.13
71680,2.11
73728,2.25
75776,2.27
77824,2.32
79872,2.34
81920,2.47
83968,2.41
86016,2.38
88064,2.39
90112,2.36
92160,2.4
94208,2.4
96256,2.29
98304,2.35
100352,2.34
102400,2.38
104448,2.33
106496,2.34
108544,2.33
110592,2.29
112640,2.27
114688,2.24
116736,2.26
118784,2.3
120832,2.24
122880,2.26
124928,2.29
126976,2.38
129024,2.31
131072,2.44
133120,2.63
135168,2.75
137216,2.66
139264,2.66
141312,2.67
143360,2.77
145408,2.77
147456,2.78
149504,2.7
151552,2.85
153600,2.61
155648,2.51
157696,2.47
159744,2.51
161792,2.37
163840,2.4
165888,2.31
167936,2.22
169984,2.39
172032,2.46
174080,2.45
176128,2.51
178176,2.6
180224,2.61
182272,2.74
184320,2.88
186368,3.0
188416,3.01
190464,3.04
192512,2.96
194560,2.97
196608,2.96
198656,3.03
200704,3.02
202752,3.03
204800,3.02
206848,3.03
208896,2.91
210944,2.89
212992,2.83
215040,2.82
217088,2.86
219136,2.81
221184,2.88
223232,2.91
225280,2.88
227328,2.89
229376,2.91
231424,2.88
233472,2.8
235520,2.88
237568,2.94
239616,2.88
241664,2.86
243712,2.81
245760,2.69
247808,2.65
249856,2.58
251904,2.52
253952,2.54
256000,2.72
258048,2.68
260096,2.72
262144,2.74
264192,2.81
266240,2.84
268288,3.01
270336,3.1
272384,3.14
274432,3.27
276480,3.38
278528,3.49
280576,3.48
282624,3.51
284672,3.61
286720,3.55
288768,3.44
290816,3.33
292864,3.3
294912,3.29
296960,3.13
299008,3.03
301056,2.73
303104,2.57
305152,2.54
307200,2.56
309248,2.56
311296,2.78
313344,2.65
315392,2.83
317440,2.71
319488,2.73
321536,2.72
323584,2.74
325632,2.84
327680,2.64
329728,2.63
331776,2.53
333824,2.58
335872,2.55
337920,2.59
339968,2.67
342016,2.77
344064,2.83
346112,2.7
348160,2.72
350208,2.81
352256,2.89
354304,2.99
356352,3.04
358400,2.91
360448,2.97
362496,2.85
364544,2.67
366592,2.65
368640,2.76
370688,2.69
372736,2.75
374784,2.63
376832,2.48
378880,2.45
380928,2.38
382976,2.45
385024,2.74
387072,2.71
389120,2.69
391168,2.58
393216,2.55
395264,2.56
397312,2.66
399360,2.79
401408,2.86
403456,2.75
405504,2.67
407552,2.63
409600,2.63
411648,2.7
413696,2.77
415744,2.78
417792,2.59
419840,2.62
421888,2.63
423936,2.59
425984,2.71
428032,2.7
430080,2.58
432128,2.52
434176,2.48
436224,2.51
438272,2.63
440320,2.5
442368,2.44
444416,2.55
446464,2.51
448512,2.47
450560,2.5
452608,2.54
454656,2.67
456704,2.6
458752,2.69
460800,2.68
462848,2.86
464896,2.96
466944,2.92
468992,3.01
471040,2.99
473088,3.28
475136,3.38
477184,3.18
479232,3.29
481280,3.22
483328,3.33
485376,3.25
487424,3.3
489472,3.27
491520,3.29
493568,3.31
495616,3.42
497664,3.14
499712,3.26
501760,3.24
503808,3.26
505856,3.13
507904,3.12
509952,3.11
512000,3.15
514048,3.12
516096,3.13
518144,2.94
520192,3.06
522240,3.17
524288,3.32
526336,3.33
528384,3.45
530432,3.64
532480,3.63
534528,3.71
536576,3.65
538624,3.65
540672,3.81
542720,3.95
544768,3.76
546816,3.48
548864,3.51
550912,3.4
552960,3.13
555008,3.03
557056,2.96
559104,3.0
561152,2.89
563200,2.55
565248,2.38
567296,2.38
569344,2.22
571392,2.16
573440,2.13
575488,2.14
577536,2.26
579584,2.28
581632,2.47
583680,2.59
585728,2.75
587776,2.77
589824,2.84
591872,2.84
593920,2.93
595968,2.93
598016,2.86
600064,2.86
602112,2.71
604160,2.59
606208,2.4
608256,2.43
610304,2.31
612352,2.41
614400,2.47
616448,2.51
618496,2.56
620544,2.47
622592,2.63
624640,2.6
626688,2.74
628736,2.78
630784,2.85
632832,2.78
634880,2.67
636928,2.61
638976,2.46
641024,2.38
643072,2.23
645120,2.26
647168,2.14
649216,2.13
651264,2.2
653312,2.18
655360,2.24
657408,2.28
659456,2.27
661504,2.3
663552,2.29
665600,2.29
667648,2.25
669696,2.3
671744,2.24
673792,2.19
675840,2.03
677888,1.94
679936,1.96
681984,1.96
684032,1.96
686080,1.98
688128,2.05
690176,2.06
692224,2.09
694272,2.14
696320,2.28
698368,2.5
700416,2.5
702464,2.6
704512,2.72
706560,2.71
708608,2.73
710656,2.74
712704,2.72
714752,2.65
716800,2.55
718848,2.51
720896,2.5
722944,2.51
724992,2.41
727040,2.39
729088,2.35
731136,2.41
733184,2.41
735232,2.37
737280,2.43
739328,2.55
741376,2.42
743424,2.26
745472,2.28
747520,2.45
749568,2.55
751616,2.59
753664,2.51
755712,2.62
757760,2.72
759808,2.77
761856,2.97
763904,2.98
765952,3.11
768000,3.08
770048,3.06
772096,3.06
774144,3.18
776192,3.25
778240,3.24
780288,3.19
782336,3.15
784384,3.18
786432,3.09
788480,3.1
790528,3.17
792576,3.11
794624,2.92
796672,2.67
798720,2.65
800768,2.65
802816,2.48
804864,2.38
806912,2.26
808960,2.14
811008,2.0
813056,2.01
815104,1.92
817152,1.97
819200,1.93
821248,1.99
823296,2.02
825344,2.02
827392,2.02
829440,2.13
831488,2.16
833536,2.19
835584,2.28
837632,2.3
839680,2.25
841728,2.2
843776,2.25
845824,2.4
847872,2.35
849920,2.49
851968,2.38
854016,2.39
856064,2.37
858112,2.35
860160,2.39
862208,2.36
864256,2.48
866304,2.4
868352,2.44
870400,2.4
872448,2.5
874496,2.58
876544,2.58
878592,2.56
880640,2.7
882688,2.89
884736,2.98
886784,2.91
888832,2.94
890880,2.85
892928,2.81
894976,2.77
897024,2.85
899072,2.75
901120,2.74
903168,2.48
905216,2.31
907264,2.21
909312,2.2
911360,2.11
913408,2.02
915456,2.04
917504,1.87
919552,1.88
921600,1.82
923648,1.91
925696,1.91
927744,1.96
929792,1.99
931840,1.95
933888,2.02
935936,2.09
937984,2.06
940032,2.13
942080,2.23
944128,2.16
946176,2.18
948224,2.23
950272,2.23
952320,2.2
954368,2.4
956416,2.3
958464,2.29
960512,2.13
962560,2.25
964608,2.3
966656,2.43
968704,2.51
970752,2.55
972800,2.64
974848,2.56
976896,2.83
978944,2.98
980992,3.12
983040,3.32
985088,3.26
987136,3.33
989184,3.36
991232,3.29
993280,3.38
995328,3.36
997376,3.19
999424,3.08
